"","ONTOLOGY","ONT_DESCRIPTION","FDR","EA_VALUE","sample","GROUP","GROUP_1","GROUP_2","UP_DOWN","Disease"
"932","GO:0004088","molecular_function",0.000943966983493527,0.00943084771359421,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","UP","EC"
"933","GO:0000166","molecular_function",0.000986217795573729,0.00976172984692886,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","UP","EC"
"934","GO:0005524","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"935","GO:0006261","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"936","GO:0005694","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"937","GO:0000155","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"938","GO:0052692","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"939","GO:0005975","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"940","GO:0042910","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"941","GO:0009279","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"942","GO:0015297","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"943","GO:0045493","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"944","GO:0030245","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"945","GO:0030246","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"946","GO:0004553","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"947","GO:0003678","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"948","GO:0016887","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"949","GO:0004565","molecular_function",4.44089209850063e-16,5.2219666499428e-14,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"950","GO:0008152","biological_process",5.55111512312578e-16,6.1648217395158e-14,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"951","GO:0008658","molecular_function",6.66133814775094e-16,7.00842892492323e-14,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"952","GO:0030983","molecular_function",1.11022302462516e-15,1.10966791311284e-13,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"953","GO:0042121","biological_process",3.33066907387547e-15,3.17047975175098e-13,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"954","GO:0009252","biological_process",2.94542168433054e-13,2.55995562912033e-11,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"955","GO:0046872","molecular_function",5.48783241072215e-13,4.57090707876399e-11,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"956","GO:0016052","biological_process",8.56203996590921e-13,6.846207156741e-11,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"957","GO:0015093","molecular_function",1.4521717162097e-12,1.116496638732e-10,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"958","GO:0000272","biological_process",1.81321624381781e-12,1.34245158199696e-10,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"959","GO:0006298","biological_process",6.60849153177878e-12,4.55530157656062e-10,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"960","GO:0005737","cellular_component",1.37478917139333e-11,8.86517275359764e-10,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"961","GO:0009381","molecular_function",2.91198176682883e-11,1.76395501572449e-09,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"962","GO:0019829","molecular_function",7.02351510284416e-11,4.01143048302442e-09,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"963","GO:0003887","molecular_function",2.1119306303774e-10,1.17270814725678e-08,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"964","GO:0008360","biological_process",2.63838284553231e-10,1.42543981303218e-08,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"965","GO:1990077","cellular_component",2.71176192612188e-10,1.42652949745201e-08,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"966","GO:0044780","biological_process",3.4788061320512e-10,1.78311114306932e-08,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"967","GO:0004386","molecular_function",5.65377522576682e-10,2.82547416907697e-08,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"968","GO:0008422","molecular_function",7.48459738630913e-10,3.64919760371511e-08,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"969","GO:0043565","molecular_function",8.20363110776157e-10,3.90453775819414e-08,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"970","GO:0000049","molecular_function",1.4793172242733e-09,6.87710495656356e-08,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"971","GO:0006265","biological_process",2.3731707710084e-09,1.07817462982859e-07,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"972","GO:0006400","biological_process",5.12007214403809e-09,2.22500526433307e-07,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"973","GO:0009847","biological_process",5.59721713422334e-09,2.38060362793882e-07,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"974","GO:0016787","molecular_function",6.06668959513001e-09,2.52652343763852e-07,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"975","GO:0007165","biological_process",9.49734768607158e-09,3.79703960489142e-07,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"976","GO:0009002","molecular_function",1.04791211263944e-08,4.10740453562007e-07,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"977","GO:0005886","cellular_component",2.2290730150587e-08,8.40739048509877e-07,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"978","GO:0046961","molecular_function",2.49751814784815e-08,9.2454421806453e-07,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"979","GO:0006268","biological_process",3.34652832112425e-08,1.21631092980498e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"980","GO:0003924","molecular_function",3.46857446098525e-08,1.23815720491241e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"981","GO:0071944","cellular_component",3.69430231961232e-08,1.27326040291466e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"982","GO:0052865","biological_process",3.63443746209668e-08,1.27326040291466e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"983","GO:0030976","molecular_function",3.99024058239661e-08,1.35194761427302e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"984","GO:0005525","molecular_function",4.87216205158347e-08,1.60811915911603e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"985","GO:0071555","biological_process",4.9072170438258e-08,1.60811915911603e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"986","GO:0006310","biological_process",5.28678402167415e-08,1.70456149343978e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"987","GO:0000150","molecular_function",5.58785868687295e-08,1.77303643096175e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"988","GO:0003684","molecular_function",9.47277556395676e-08,2.95876224255462e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"989","GO:0008408","molecular_function",1.1534468657981e-07,3.54729274573909e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"990","GO:0055072","biological_process",1.27945609884605e-07,3.87520112362616e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"991","GO:0006269","biological_process",1.31500039524113e-07,3.92341162699554e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"992","GO:0009380","cellular_component",1.36397153349677e-07,4.00967514038241e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"993","GO:0051301","biological_process",1.60299117535345e-07,4.57768479933079e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"994","GO:0016798","molecular_function",1.60261081960655e-07,4.57768479933079e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"995","GO:0004712","molecular_function",2.08544649993314e-07,5.8715599343188e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"996","GO:0006935","biological_process",2.42989022347651e-07,6.74632021767991e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"997","GO:0003918","molecular_function",2.81731615814351e-07,7.61056081098497e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"998","GO:0006289","biological_process",2.89921884721878e-07,7.72738463412044e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"999","GO:0008170","molecular_function",3.25871408524137e-07,8.57127560052301e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1000","GO:0004134","molecular_function",3.6721415641594e-07,9.53326102175928e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1001","GO:0006396","biological_process",3.8253494305529e-07,9.80368398932725e-06,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1002","GO:0006541","biological_process",4.47857849472655e-07,1.1190848013698e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1003","GO:0008484","molecular_function",4.68728243330219e-07,1.15677501039149e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1004","GO:0016757","molecular_function",5.76666806528792e-07,1.37232969791792e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1005","GO:0005978","biological_process",6.73931383254889e-07,1.51369532036688e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1006","GO:0004176","molecular_function",6.92937576096675e-07,1.53909134957473e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1007","GO:0030163","biological_process",9.39984862502463e-07,2.04242363058959e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1008","GO:0045226","biological_process",9.87658540729797e-07,2.10035044991368e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1009","GO:0007049","biological_process",1.18948730909452e-06,2.50293171671573e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1010","GO:0071111","molecular_function",1.29569796347706e-06,2.69802107186525e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1011","GO:0004560","molecular_function",1.35750381258237e-06,2.76903073607364e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1012","GO:0043169","molecular_function",1.50651040020655e-06,3.04193362627565e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1013","GO:0005436","molecular_function",2.05179671186606e-06,4.06093230398045e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1014","GO:0044341","biological_process",2.05179671186606e-06,4.06093230398045e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1015","GO:0009425","cellular_component",2.64129909921529e-06,5.12617174692365e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1016","GO:0009360","cellular_component",2.62717251886535e-06,5.12617174692365e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1017","GO:0009432","biological_process",2.70958321191284e-06,5.15853032439406e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1018","GO:0006260","biological_process",3.14797841716175e-06,5.93661212821352e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1019","GO:0000287","molecular_function",3.36465357086979e-06,6.28592755903618e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1020","GO:0030170","molecular_function",3.5627202321642e-06,6.53383279274883e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1021","GO:0009424","cellular_component",3.96122010482003e-06,7.19861726321385e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1022","GO:0006431","biological_process",5.16072074430163e-06,9.21096497130264e-05,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1023","GO:0003844","molecular_function",5.7220736524588e-06,0.000101225002046594,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1024","GO:0008270","molecular_function",5.78554060215453e-06,0.000101449961962341,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1025","GO:0004356","molecular_function",5.85136814379439e-06,0.000101712042777782,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1026","GO:0008184","molecular_function",8.09843904781005e-06,0.000139558445315278,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1027","GO:0004825","molecular_function",1.00974773975526e-05,0.000166817002625683,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1028","GO:0016020","cellular_component",1.02098576029164e-05,0.000167291027444507,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1029","GO:0009035","molecular_function",1.72070643920108e-05,0.000275175373757037,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1030","GO:0008955","molecular_function",1.89870662905545e-05,0.000298859413502507,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1031","GO:0003917","molecular_function",2.05852284288488e-05,0.000321483372103662,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1032","GO:0065002","biological_process",2.29131598759036e-05,0.000355065167379312,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1033","GO:0009341","cellular_component",2.47814017619863e-05,0.000381061708632389,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1034","GO:0051539","molecular_function",2.66091007976588e-05,0.000406042690797862,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1035","GO:0051082","molecular_function",2.81620446607178e-05,0.000426484297551325,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1036","GO:0032300","cellular_component",3.15775396941831e-05,0.000473874969185699,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1037","GO:0008661","molecular_function",3.1765505688286e-05,0.000473874969185699,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1038","GO:0016836","molecular_function",3.43969439335901e-05,0.000509329562394419,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1039","GO:0035999","biological_process",4.24495881372611e-05,0.00061939216559405,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1040","GO:0006508","biological_process",4.4540448496333e-05,0.000640549327655897,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1041","GO:0071973","biological_process",5.58346206371851e-05,0.000792184082796092,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1042","GO:0045259","cellular_component",5.66652061427808e-05,0.000797702444221259,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1043","GO:0006423","biological_process",7.08025630433706e-05,0.000982877246692347,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1044","GO:0006605","biological_process",7.75183451902084e-05,0.00106868394507053,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1045","GO:0009007","molecular_function",8.71879537398534e-05,0.00118563754779569,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1046","GO:0006424","biological_process",9.48166396133043e-05,0.00127207021870467,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1047","GO:0046677","biological_process",0.000121201466241505,0.00160451477494549,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1048","GO:0019277","biological_process",0.000128095576980902,0.00165948241425561,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1049","GO:0008998","molecular_function",0.000129681040647034,0.00166174615547065,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1050","GO:2001295","biological_process",0.000136759093477545,0.00170863392413508,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1051","GO:0004888","molecular_function",0.000160988909758686,0.00195040503398553,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1052","GO:0006428","biological_process",0.000159275514850843,0.00195040503398553,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1053","GO:0009307","biological_process",0.000163914753009919,0.00197388910401704,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1054","GO:0004527","molecular_function",0.000188074271581518,0.0022378599338777,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1055","GO:0003796","molecular_function",0.000200112756829851,0.00235309059354631,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1056","GO:0006537","biological_process",0.000198942585041495,0.00235309059354631,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1057","GO:0008173","molecular_function",0.000213436739315176,0.00249508796427507,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1058","GO:0006438","biological_process",0.00024013826061331,0.00277477678015032,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1059","GO:0042026","biological_process",0.000256565877387649,0.00293071536513092,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1060","GO:0033179","cellular_component",0.000280741149206065,0.00315281773743216,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1061","GO:0004832","molecular_function",0.000298550859272551,0.00333409590885938,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1062","GO:0006012","biological_process",0.000302783055336486,0.0033625740423202,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1063","GO:0016746","molecular_function",0.000318892480604904,0.0035219119819293,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1064","GO:0008234","molecular_function",0.000326324207024498,0.00358418730682401,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1065","GO:0006139","biological_process",0.000328694214692282,0.00359049035611952,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1066","GO:0016874","molecular_function",0.000334034818992857,0.00362899784329739,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1067","GO:0003896","molecular_function",0.000372876416210977,0.00394380929103567,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1068","GO:0006422","biological_process",0.000442193149546188,0.00450991890787158,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1069","GO:0015293","molecular_function",0.000475743264159223,0.00470797418343706,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1070","GO:0006433","biological_process",0.000473917537090696,0.00470797418343706,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1071","GO:0016998","biological_process",0.000467467035376479,0.00470797418343706,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1072","GO:0006420","biological_process",0.000515331460035795,0.00497655839908963,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1073","GO:0006002","biological_process",0.000518904135779819,0.0049869681126147,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1074","GO:0009228","biological_process",0.00056155896739829,0.00537108313793867,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1075","GO:0006529","biological_process",0.000592820981516695,0.00561634664479561,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1076","GO:0004814","molecular_function",0.000628558319341721,0.00587143962786963,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1077","GO:0022900","biological_process",0.000681322553597763,0.00624754029652261,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1078","GO:0016114","biological_process",0.00071526276951217,0.00646972975680918,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1079","GO:0004674","molecular_function",0.000733938612015317,0.0066087535379217,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1080","GO:0006419","biological_process",0.000873692715466001,0.00762998175427288,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1081","GO:0009088","biological_process",0.000883711649313335,0.00768060689990155,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1082","GO:0019350","biological_process",0.000921780109616632,0.00797678977975605,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1083","GO:0004326","molecular_function",0.000926648080133541,0.0079843513456334,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1084","GO:0008484","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1085","GO:0005524","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1086","GO:0004560","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1087","GO:0004565","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1088","GO:0017117","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1089","GO:0009339","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1090","GO:1990060","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1091","GO:1990065","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1092","GO:0005886","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1093","GO:0000155","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1094","GO:0044799","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1095","GO:0008152","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1096","GO:0052692","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1097","GO:0016052","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1098","GO:1990191","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1099","GO:1990154","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1100","GO:0043565","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1101","GO:0005975","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
