"Group","Ancestors","Ontology"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0055085, GO:0071805, GO:0022857, GO:0034220, GO:0015075, GO:0008324, GO:0046873, GO:0098660, GO:0006810, GO:0003674, GO:0009987, GO:0005215, GO:0006813, GO:0022890, GO:0006811, GO:0098662, GO:0006812, GO:0051234, GO:0051179, GO:0098655, GO:0030001, GO:0015318","GO:0015079"
"oral.Control.control_vs_oral.CU.6.meses","GO:0043229, GO:0043232, GO:0005694, GO:0043226, GO:0110165, GO:0005575, GO:0005622, GO:0043228, GO:0005657, GO:0032993, GO:0032991, GO:0030894","GO:1990077"
"oral.Control.control_vs_oral.CU.6.meses","GO:0140096, GO:0003824, GO:0008233, GO:0003674, GO:0016787","GO:0008234"
"oral.Control.control_vs_oral.CU.6.meses","GO:1902494, GO:0005737, GO:1990204, GO:0005829, GO:0032991, GO:0110165, GO:0005575, GO:0005622","GO:0005971"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0036211, GO:0019538, GO:0008152, GO:1901576, GO:1901564, GO:0009059, GO:0009058, GO:0044249, GO:0044238, GO:0043412, GO:0044237, GO:0009987, GO:0043170, GO:0018193, GO:0006807, GO:0010467, GO:0051604, GO:0071704, GO:0018205","GO:0009249"
"oral.Control.control_vs_oral.CU.6.meses","GO:0140096, GO:0003824, GO:0003674, GO:0016787","GO:0008233"
"oral.Control.control_vs_oral.CU.6.meses","GO:0061024, GO:0008150, GO:0044085, GO:0043163, GO:0071709, GO:0022607, GO:0016043, GO:0071840, GO:0045229, GO:0009987, GO:0044091","GO:0043165"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016788, GO:0016888, GO:1901360, GO:0004520, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0004536, GO:0003824, GO:0140657, GO:0004519, GO:0004518, GO:0016893, GO:0034641, GO:0015666, GO:0090304, GO:0008150, GO:0008094, GO:0140097, GO:0008152, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0015616, GO:0071704, GO:0140640, GO:0016787","GO:0009035"
"oral.Control.control_vs_oral.CU.6.meses","GO:1902494, GO:1990204, GO:0032991, GO:0005575","GO:0009325"
"oral.Control.control_vs_oral.CU.debut","GO:1901363, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0032559, GO:0035639, GO:0097159, GO:0097367, GO:0017076, GO:0032553, GO:0030554, GO:0032555","GO:0005524"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0051179, GO:0051234, GO:0055085, GO:0006810, GO:0003674, GO:0005215, GO:0009987","GO:0022857"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0044419, GO:0044403","GO:0051701"
"oral.Control.control_vs_oral.CU.debut","GO:0003824, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0033925"
"oral.Control.control_vs_oral.CU.debut","GO:0003824, GO:0140657, GO:0016817, GO:0016818, GO:0016462, GO:0017111, GO:0003674, GO:0016787","GO:0016887"
"oral.Control.control_vs_oral.CU.debut","GO:0006082, GO:0170033, GO:0170034, GO:0006520, GO:1901564, GO:0009058, GO:1901566, GO:0043102, GO:0044238, GO:0170039, GO:0044237, GO:0170038, GO:0044281, GO:0044283, GO:0043094, GO:0016053, GO:0009086, GO:0008150, GO:0006790, GO:0009067, GO:0009066, GO:0008152, GO:1901576, GO:0008652, GO:0044249, GO:0009987, GO:0043436, GO:0006555, GO:0046394, GO:1901605, GO:0044272, GO:0000097, GO:1901607, GO:0000096, GO:0006807, GO:0071267, GO:0071265, GO:0019752, GO:0071704","GO:0019509"
"oral.Control.control_vs_oral.CU.debut","GO:0043604, GO:0043603, GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0006418, GO:0046483, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006429"
"oral.Control.control_vs_oral.CU.debut","GO:0004812, GO:0003824, GO:0140098, GO:0003674, GO:0016874, GO:0140101, GO:0140640, GO:0016875","GO:0004823"
"oral.Control.control_vs_oral.CU.debut","GO:0110165, GO:0005575","GO:0005576"
"oral.Control.control_vs_oral.CU.debut","GO:0016799, GO:0003824, GO:0008477, GO:0003674, GO:0016787, GO:0016798","GO:0008930"
"oral.Control.control_vs_oral.CU.debut","GO:0016788, GO:1901360, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0016070, GO:0106074, GO:0003824, GO:0034641, GO:0140098, GO:0090304, GO:0065007, GO:0008150, GO:0065008, GO:0006450, GO:0034660, GO:0008152, GO:0006399, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0071704, GO:0052689, GO:0016787, GO:0140640, GO:0140101","GO:0002161"
"oral.Control.control_vs_oral.CU.debut","GO:0016799, GO:0003824, GO:0003674, GO:0016787, GO:0016798","GO:0008782"
"oral.Control.control_vs_oral.CU.debut","GO:0006082, GO:0170033, GO:0170034, GO:0006520, GO:1901564, GO:0009058, GO:1901566, GO:0044238, GO:0170039, GO:0044237, GO:0170038, GO:0044281, GO:0044283, GO:0016053, GO:0009070, GO:0016259, GO:0008150, GO:0008152, GO:1901576, GO:0008652, GO:0009069, GO:0044249, GO:0009987, GO:0043436, GO:0046394, GO:1901605, GO:1901607, GO:0006807, GO:0019752, GO:0071704","GO:0016260"
"oral.Control.control_vs_oral.CU.debut","GO:0140535, GO:0032991, GO:0005575","GO:0031522"
"oral.Control.control_vs_oral.CU.debut","GO:0061827, GO:0097524, GO:0016020, GO:0098590, GO:0110165, GO:0005575, GO:0005886, GO:0071944","GO:1990913"
"oral.Control.control_vs_oral.CU.debut","GO:0016799, GO:0140097, GO:0003824, GO:0003674, GO:0016787, GO:0016798, GO:0140640","GO:0019104"
"oral.Control.control_vs_oral.CU.debut","GO:0003676, GO:0003677, GO:0097159, GO:0005488, GO:0003674","GO:0003684"
"oral.Control.control_vs_oral.CU.debut","GO:0016997, GO:0003824, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0004308"
"oral.Control.control_vs_oral.CU.debut","GO:0009251, GO:0008150, GO:0006091, GO:0015980, GO:0009057, GO:0009056, GO:0008152, GO:0006112, GO:1901575, GO:0044238, GO:0044237, GO:0009987, GO:0005976, GO:0043170, GO:0005975, GO:0005977, GO:0000272, GO:0044042, GO:0016052, GO:0071704","GO:0005980"
"oral.Control.control_vs_oral.CU.debut","GO:0016879, GO:0003824, GO:0016881, GO:0016874, GO:0003674","GO:0004357"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0051179, GO:0051234, GO:0006810","GO:0071705"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0042626, GO:0015399, GO:0055085, GO:0022857, GO:0022804, GO:0034220, GO:0015075, GO:0008324, GO:0022853, GO:0006810, GO:0003674, GO:0009987, GO:0005215, GO:0006811, GO:0006812, GO:0051234, GO:0051179, GO:0140657, GO:0098655","GO:0019829"
"oral.Control.control_vs_oral.CU.debut","GO:0046914, GO:0046872, GO:0043167, GO:0043169, GO:0036094, GO:0005488, GO:0003674","GO:0008270"
"oral.Control.control_vs_oral.CU.debut","GO:0019439, GO:1901361, GO:1901360, GO:0009056, GO:0009116, GO:1901565, GO:1901564, GO:0044238, GO:0044237, GO:0044281, GO:0046483, GO:0044282, GO:0034641, GO:0008150, GO:0055086, GO:0008152, GO:1901136, GO:1901575, GO:1901135, GO:0046700, GO:1901657, GO:0006139, GO:0044248, GO:0009987, GO:1901658, GO:0044270, GO:0006725, GO:0006807, GO:0034655, GO:0071704, GO:0034656","GO:0009164"
"oral.Control.control_vs_oral.CU.debut","GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0008955"
"oral.Control.control_vs_oral.CU.debut","GO:0043229, GO:0005856, GO:0043232, GO:0110165, GO:0043226, GO:0005575, GO:0043228, GO:0005622","GO:0045111"
"oral.Control.control_vs_oral.CU.debut","GO:0009152, GO:0019637, GO:0009150, GO:0006163, GO:0009199, GO:0006164, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0015986, GO:0008150, GO:0009165, GO:0008152, GO:0009201, GO:0044249, GO:0006139, GO:0009206, GO:0009205, GO:0006725, GO:0006807, GO:0046034, GO:0034654, GO:0046390, GO:0019438, GO:1901360, GO:1901362, GO:0009259, GO:1901564, GO:1901566, GO:0009058, GO:0046483, GO:0018130, GO:0072521, GO:0034641, GO:0072522, GO:0009141, GO:1901293, GO:0009260, GO:0009145, GO:0055086, GO:0009144, GO:0009142, GO:1901576, GO:1901135, GO:0006793, GO:1901137, GO:0006754, GO:0006796, GO:0009987, GO:0006753, GO:0044271, GO:0019693, GO:0090407, GO:0071704","GO:0042777"
"oral.Control.control_vs_oral.CU.debut","GO:0046821, GO:0110165, GO:0005575, GO:0005622","GO:0005727"
"oral.Control.control_vs_oral.CU.debut","GO:1902494, GO:0140535, GO:1905347, GO:0032991, GO:1990391, GO:1905348, GO:0005575","GO:0009380"
"oral.Control.control_vs_oral.CU.debut","GO:1901360, GO:1901362, GO:0097170, GO:0009058, GO:0044238, GO:0044237, GO:0044281, GO:0046483, GO:0018130, GO:0034641, GO:0008150, GO:0055086, GO:0008152, GO:0009226, GO:1901576, GO:0009225, GO:1901135, GO:0006793, GO:1901137, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0034654, GO:0071704, GO:0019438","GO:0097171"
"oral.Control.control_vs_oral.CU.debut","GO:1902494, GO:1990204, GO:0032991, GO:0005575","GO:1902560"
"oral.Control.control_vs_oral.CU.debut","GO:0016020, GO:0110165, GO:0005575, GO:0071944","GO:0005886"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0009987","GO:0051301"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0006091, GO:0015980, GO:0008152, GO:0045333, GO:0022900, GO:0044237, GO:0009987","GO:0022904"
"oral.Control.control_vs_oral.CU.debut","GO:0043229, GO:0099080, GO:0099081, GO:0043232, GO:0005882, GO:0110165, GO:0043226, GO:0005575, GO:0043228, GO:0005622, GO:0005856, GO:0045111, GO:0099512, GO:0099513","GO:0045095"
"oral.Control.control_vs_oral.CU.debut","GO:0006082, GO:0008150, GO:0008152, GO:0006089, GO:0044237, GO:1901615, GO:0009987, GO:0043436, GO:0044281, GO:0019752, GO:0071704, GO:0032787","GO:0019516"
"oral.Control.control_vs_oral.CU.debut","GO:0110165, GO:0005575, GO:0005622","GO:0005737"
"oral.Control.control_vs_oral.CU.debut","GO:0016757, GO:0003824, GO:0016740, GO:0016763, GO:0003674","GO:0008939"
"oral.Control.control_vs_oral.CU.debut","GO:0098796, GO:0098797, GO:0098533, GO:1902495, GO:0016020, GO:0032991, GO:0110165, GO:0005575, GO:0005886, GO:1990351, GO:0071944","GO:0043190"
"oral.Control.control_vs_oral.CU.debut","GO:0090734, GO:0043229, GO:0043232, GO:0005694, GO:0110165, GO:0043226, GO:0005575, GO:0005622, GO:0043228","GO:0035861"
"oral.Control.control_vs_oral.CU.debut","GO:0098562, GO:0098552, GO:0016020, GO:0019898, GO:0110165, GO:0005575, GO:0019897, GO:0005886, GO:0009898, GO:0071944","GO:0031234"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0009987","GO:0007049"
"oral.Control.control_vs_oral.CU.debut","GO:0006082, GO:0009273, GO:0044038, GO:0009059, GO:0009058, GO:0044237, GO:0044281, GO:0043170, GO:0044283, GO:0044085, GO:0016053, GO:0071554, GO:0008150, GO:0008152, GO:1901576, GO:1901135, GO:1901137, GO:0044249, GO:0009987, GO:0042546, GO:0070394, GO:0019350, GO:0046374, GO:0071840, GO:0071704","GO:0070395"
"oral.Control.control_vs_oral.CU.debut","GO:0090304, GO:0008150, GO:0006281, GO:1901360, GO:0008152, GO:0006974, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0006950, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006289"
"oral.Control.control_vs_oral.CU.debut","GO:1901363, GO:0032561, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0035639, GO:0097159, GO:0097367, GO:0019001, GO:0017076, GO:0032553, GO:0032555","GO:0005525"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0009056, GO:0006629, GO:0008152, GO:1901575, GO:0044238, GO:0071704","GO:0016042"
"oral.Control.control_vs_oral.CU.debut","GO:0004457, GO:0016614, GO:0016616, GO:0003824, GO:0016491, GO:0003674","GO:0004459"
"oral.Control.control_vs_oral.CU.debut","GO:0016788, GO:1901360, GO:0004520, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0004536, GO:0003824, GO:0004519, GO:0004518, GO:0034641, GO:0090304, GO:0008150, GO:0140097, GO:0008152, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0071704, GO:0140640, GO:0016787","GO:0009381"
"oral.Control.control_vs_oral.CU.debut","GO:0016833, GO:0003824, GO:0016829, GO:0003674, GO:0016830","GO:0004049"
"oral.Control.control_vs_oral.CU.debut","GO:0003824, GO:0140657, GO:0008186, GO:0004386, GO:0140098, GO:0003674, GO:0140640","GO:0003724"
"oral.Control.control_vs_oral.CU.debut","GO:1902494, GO:0140535, GO:0032991, GO:0005575","GO:0009366"
"oral.Control.control_vs_oral.CU.debut","GO:0043229, GO:0015630, GO:0005813, GO:0005856, GO:0005815, GO:0043232, GO:0110165, GO:0043226, GO:0005575, GO:0043228, GO:0005622","GO:0034451"
"oral.Control.control_vs_oral.CU.debut","GO:1902494, GO:1990234, GO:0140535, GO:0032991, GO:0005575","GO:0017122"
"oral.Control.control_vs_oral.CU.debut","GO:0043527, GO:1902494, GO:1990234, GO:0034708, GO:0032991, GO:0110165, GO:0005575, GO:0005622","GO:0031515"
"oral.Control.control_vs_oral.CU.debut","GO:1901363, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0032559, GO:0035639, GO:0097159, GO:0097367, GO:0017076, GO:0032553, GO:0030554, GO:0032555","GO:0005524"
"oral.Control.control_vs_oral.CU.debut","GO:0032991, GO:0005575","GO:0097347"
"oral.Control.control_vs_oral.CU.debut","GO:1902494, GO:0005737, GO:0032991, GO:0110165, GO:0005575, GO:0005622","GO:0071513"
"oral.Control.control_vs_oral.CU.debut","GO:0016020, GO:0110165, GO:0005575, GO:0071944","GO:0005886"
"oral.Control.control_vs_oral.CU.debut","GO:0110165, GO:0005575","GO:0005576"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0051179, GO:0051234, GO:0055085, GO:0006810, GO:0003674, GO:0005215, GO:0009987","GO:0022857"
"oral.Control.control_vs_oral.CU.debut","GO:0005737, GO:0110165, GO:0005575, GO:0005622","GO:0005829"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0016043, GO:0071554, GO:0071840, GO:0045229, GO:0009987","GO:0071555"
"oral.Control.control_vs_oral.CU.debut","GO:0046872, GO:0043167, GO:0036094, GO:0043169, GO:0005488, GO:0003674","GO:0000287"
"oral.Control.control_vs_oral.CU.debut","GO:0065007, GO:0065008, GO:0008150, GO:0050793, GO:0022604, GO:0000902, GO:0048856, GO:0009653, GO:0022603, GO:0032502, GO:0050789","GO:0008360"
"oral.Control.control_vs_oral.CU.debut","GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0008955"
"oral.Control.control_vs_oral.CU.debut","GO:0009273, GO:0006024, GO:1901564, GO:0009059, GO:0044038, GO:0006022, GO:0006023, GO:0009058, GO:1901566, GO:0044237, GO:0043170, GO:0044085, GO:0071554, GO:0030203, GO:0008150, GO:0008152, GO:1901576, GO:1901135, GO:1901137, GO:0044249, GO:0009987, GO:0042546, GO:0006807, GO:0000270, GO:0071840, GO:0071704","GO:0009252"
"oral.Control.control_vs_oral.CU.debut","GO:0110165, GO:0005575, GO:0005622","GO:0005737"
"oral.Control.control_vs_oral.CU.debut","GO:0003824, GO:0140657, GO:0016817, GO:0016818, GO:0016462, GO:0017111, GO:0003674, GO:0016787","GO:0016887"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0009987","GO:0007049"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0022402, GO:0007049, GO:0009987","GO:0007059"
"oral.Control.control_vs_oral.CU.debut","GO:0016020, GO:0110165, GO:0005575, GO:0005886, GO:0071944","GO:0005887"
"oral.Control.control_vs_oral.CU.debut","GO:0033293, GO:1901363, GO:1901681, GO:0043167, GO:0043177, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0031406, GO:0097159, GO:0033218","GO:0008658"
"oral.Control.control_vs_oral.CU.debut","GO:0110165, GO:0005575","GO:0042597"
"oral.Control.control_vs_oral.CU.debut","GO:1901360, GO:1901362, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0018130, GO:0003824, GO:0071897, GO:0034641, GO:0016772, GO:0090304, GO:0008150, GO:0016779, GO:0034061, GO:0140097, GO:0008152, GO:1901576, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0034654, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003887"
"oral.Control.control_vs_oral.CU.debut","GO:0090304, GO:0008150, GO:1901360, GO:0008152, GO:0006259, GO:0044238, GO:0044237, GO:0006139, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0006260"
"oral.Control.control_vs_oral.CU.debut","GO:0051301, GO:0008150, GO:0032505, GO:0022402, GO:0022414, GO:0000910, GO:0007049, GO:0009987, GO:0000003, GO:0019954","GO:0043093"
"oral.Control.control_vs_oral.CU.debut","GO:0110165, GO:0005575","GO:0032153"
"oral.Control.control_vs_oral.CU.debut","GO:0046914, GO:0046872, GO:0043167, GO:0043169, GO:0036094, GO:0005488, GO:0003674","GO:0008270"
"oral.Control.control_vs_oral.CU.debut","GO:0140096, GO:0004180, GO:0017171, GO:0003824, GO:0008236, GO:0004185, GO:0008233, GO:0008238, GO:0003674, GO:0016787, GO:0070008","GO:0009002"
"oral.Control.control_vs_oral.CU.debut","GO:0140096, GO:0003824, GO:0008233, GO:0003674, GO:0008238, GO:0016787","GO:0016805"
"oral.Control.control_vs_oral.CU.debut","GO:0098796, GO:0098797, GO:0098533, GO:1902495, GO:0016020, GO:0032991, GO:0110165, GO:0005575, GO:0005886, GO:1990351, GO:0071944","GO:0043190"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0043933, GO:0044085, GO:0065003, GO:0022607, GO:0016043, GO:0071840, GO:0009987","GO:0017004"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0009987","GO:0051301"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0055085, GO:0022857, GO:0015144, GO:0022804, GO:0008643, GO:0006810, GO:0003674, GO:0005215, GO:0009987, GO:0051234, GO:0051179, GO:0003824, GO:0016772, GO:0016773, GO:0016740, GO:0034219, GO:0071702","GO:0008982"
"oral.Control.control_vs_oral.CU.debut","GO:0140535, GO:0032991, GO:0005575","GO:0031522"
"oral.Control.control_vs_oral.CU.debut","GO:0016788, GO:0004527, GO:0003824, GO:0004518, GO:0003674, GO:0016787","GO:0008408"
"oral.Control.control_vs_oral.CU.debut","GO:0140096, GO:0003824, GO:0004175, GO:0008233, GO:0003674, GO:0016787, GO:0008237","GO:0004222"
"oral.Control.control_vs_oral.CU.debut","GO:0140657, GO:0003824, GO:0003674, GO:0140640","GO:0004386"
"oral.Control.control_vs_oral.CU.debut","GO:1902494, GO:0140535, GO:1905347, GO:0032991, GO:1990391, GO:1905348, GO:0005575","GO:0009380"
"oral.Control.control_vs_oral.CU.debut","GO:0016788, GO:1901360, GO:0004520, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0004536, GO:0003824, GO:0004519, GO:0004518, GO:0034641, GO:0090304, GO:0008150, GO:0140097, GO:0008152, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0071704, GO:0140640, GO:0016787","GO:0009381"
"oral.Control.control_vs_oral.CU.debut","GO:0090304, GO:0008150, GO:0006281, GO:1901360, GO:0008152, GO:0006974, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0006950, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006289"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0006091, GO:0015980, GO:0008152, GO:0045333, GO:0044238, GO:0009060, GO:0044237, GO:0009987","GO:0006099"
"oral.Control.control_vs_oral.CU.debut","GO:0008094, GO:0140097, GO:0003824, GO:0140657, GO:0003916, GO:0003918, GO:0003674, GO:0016853, GO:0140640","GO:0034335"
"oral.Control.control_vs_oral.CU.debut","GO:1902494, GO:0140535, GO:0032991, GO:0005575","GO:0005835"
"oral.Control.control_vs_oral.CU.debut","GO:0008150, GO:0007154, GO:0009991, GO:0006974, GO:0009987, GO:0006950, GO:0031668, GO:0009605, GO:0071496, GO:0051716, GO:0033554, GO:0050896","GO:0009432"
"oral.Control.control_vs_oral.CU.debut","GO:0008172, GO:0003824, GO:0042085, GO:0008168, GO:0016740, GO:0016741, GO:0003674","GO:0003871"
"oral.Control.control_vs_oral.CU.debut","GO:0043167, GO:0043169, GO:0036094, GO:0005488, GO:0003674","GO:0046872"
"oral.Control.control_vs_oral.CU.debut","GO:0003676, GO:0003677, GO:0097159, GO:0005488, GO:0003674","GO:0003684"
"oral.Control.control_vs_oral.CU.debut","GO:1902494, GO:1990204, GO:0032991, GO:0005575","GO:0009325"
"oral.Control.control_vs_oral.CU.debut","GO:0071806, GO:0008150, GO:0071705, GO:0070727, GO:0055085, GO:0046907, GO:0015031, GO:0008104, GO:0110165, GO:0006886, GO:0006810, GO:0005575, GO:0009987, GO:0005622, GO:0045184, GO:0051641, GO:0051179, GO:0051234, GO:0033036, GO:0051649, GO:0071702","GO:0065002"
"oral.Control.control_vs_oral.CU.debut","GO:0090304, GO:0008150, GO:1901360, GO:0008152, GO:0044238, GO:0006974, GO:0006259, GO:0044237, GO:0006139, GO:0006950, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006281"
"oral.Control.control_vs_oral.CU.debut","GO:0016725, GO:0016491, GO:0003824, GO:0016728, GO:0061731, GO:0003674","GO:0004748"
"oral.Control.control_vs_oral.CU.debut","GO:0032392, GO:1901360, GO:0006260, GO:0006261, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0032508, GO:0034641, GO:0090304, GO:0008150, GO:0008152, GO:0006996, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0051276, GO:0016043, GO:0071840, GO:0071103, GO:0071704","GO:0006268"
"oral.Control.control_vs_oral.CU.debut","GO:0045184, GO:0008150, GO:0051234, GO:0051179, GO:0051641, GO:0070727, GO:0008104, GO:0033036, GO:0009987","GO:0006605"
